GEO_ID,Total Population,White Population,Black Population,American Indian Population,Asian Population,Native Hawaiian and Other Pacific Islander Population,Hispanic or Latino Population,Some other race,Year
371190020021,1783,1598,82,0,56,0,47,0,2013
371190020022,1820,1767,38,0,0,0,15,0,2013
371190020023,1543,1077,273,0,128,0,40,25,2013
371190020024,1184,796,73,0,275,0,34,6,2013
371190020031,1027,772,18,0,0,0,237,0,2013
371190020032,1392,1331,0,0,0,0,61,0,2013
371190020033,1377,1094,0,13,58,0,185,27,2013
371190020034,672,630,15,0,27,0,0,0,2013
371190020035,1535,782,569,17,0,0,152,15,2013
371190020041,1600,1532,19,0,0,0,15,34,2013
371190020042,1262,1181,8,0,0,17,56,0,2013
371190020043,1660,591,483,0,6,0,556,24,2013
371190021001,612,372,189,0,0,0,51,0,2013
371190021002,1841,1001,610,0,0,0,220,10,2013
371190022001,1335,1093,149,0,52,0,24,17,2013
371190022002,820,725,52,0,0,0,6,37,2013
371190022003,852,762,0,0,0,0,42,48,2013
371190022004,1564,1456,71,0,37,0,0,0,2013
371190023001,525,43,482,0,0,0,0,0,2013
371190023002,2279,64,1818,0,0,0,382,15,2013
371190024001,1072,887,96,0,77,0,12,0,2013
371190024002,1191,994,158,0,14,0,11,14,2013
371190024003,478,420,0,16,0,0,0,42,2013
371190025001,850,720,53,1,26,0,24,26,2013
371190025002,812,528,258,0,10,0,16,0,2013
371190026001,739,450,221,0,0,0,51,17,2013
371190027011,647,628,0,0,0,0,19,0,2013
371190027012,1100,971,54,0,1,0,71,3,2013
371190027013,402,369,9,0,0,0,24,0,2013
371190027021,2648,2376,115,4,12,0,62,79,2013
371190027022,1880,1867,13,0,0,0,0,0,2013
371190027023,783,689,70,0,0,0,24,0,2013
371190028001,930,842,10,0,0,0,43,35,2013
371190028002,1188,1136,29,0,11,0,0,12,2013
371190028003,1671,1552,0,0,7,0,94,18,2013
371190029031,998,998,0,0,0,0,0,0,2013
371190029032,1011,1011,0,0,0,0,0,0,2013
371190029033,1306,1003,128,0,93,0,68,14,2013
371190029041,1409,1303,0,0,58,0,0,48,2013
371190029042,2019,1065,474,0,255,0,225,0,2013
371190029043,1502,1293,148,0,0,0,51,10,2013
371190029044,485,437,35,0,0,0,13,0,2013
371190029045,1451,1137,207,0,0,0,81,26,2013
371190029051,2169,2011,95,0,42,0,21,0,2013
371190029052,1018,983,0,0,0,0,0,35,2013
371190029061,1003,664,70,0,163,0,18,88,2013
371190029062,1535,1325,24,72,40,0,0,74,2013
371190029063,1710,1545,40,0,115,0,0,10,2013
371190030061,1653,1503,29,19,56,0,29,17,2013
371190030062,2390,2082,150,0,121,0,8,29,2013
371190030071,961,801,0,0,31,0,29,100,2013
371190030072,2003,1777,97,0,18,0,75,36,2013
371190030073,1771,1716,5,0,50,0,0,0,2013
371190030074,1567,900,607,0,0,0,27,33,2013
371190030075,633,633,0,0,0,0,0,0,2013
371190030081,1771,1645,26,15,31,0,54,0,2013
371190030082,1586,997,156,0,284,0,126,23,2013
371190030083,2241,1802,174,119,39,0,107,0,2013
371190030111,1619,1384,110,0,0,0,48,77,2013
371190030112,507,472,0,0,0,0,35,0,2013
371190030113,1459,1373,68,0,0,0,0,18,2013
371190030114,857,707,0,0,13,0,120,17,2013
371190030115,1070,923,84,0,5,0,24,34,2013
371190030121,1526,1407,32,0,39,0,35,13,2013
371190030122,2519,1704,192,0,205,0,382,36,2013
371190030131,3137,2517,281,0,101,0,238,0,2013
371190030132,2065,1901,0,0,16,0,136,12,2013
371190030151,1426,1241,83,0,0,0,94,8,2013
371190030152,1794,1505,120,0,46,0,87,36,2013
371190030153,1144,967,22,0,107,0,48,0,2013
371190030161,2385,1487,393,0,221,0,215,69,2013
371190030162,872,808,0,0,38,0,26,0,2013
371190030163,1275,1038,164,19,21,0,12,21,2013
371190030171,997,849,127,0,0,0,21,0,2013
371190030172,2336,2142,109,0,13,0,72,0,2013
371190030181,2422,1814,298,0,205,0,105,0,2013
371190031021,1598,1302,112,0,49,0,92,43,2013
371190031022,1431,857,80,0,256,0,189,49,2013
371190031023,1063,220,101,0,0,0,587,155,2013
371190031031,1713,1163,62,0,141,0,297,50,2013
371190031032,2455,1679,272,19,109,0,267,109,2013
371190031033,438,438,0,0,0,0,0,0,2013
371190031051,1400,1307,38,0,10,0,27,18,2013
371190031052,2202,1930,17,0,0,0,151,104,2013
371190031061,2110,716,200,0,0,0,990,204,2013
371190031062,850,664,125,7,0,0,21,33,2013
371190031081,1565,159,677,15,10,0,697,7,2013
371190031082,1480,769,332,0,94,0,257,28,2013
371190031091,2573,433,729,0,214,0,1128,69,2013
371190031092,1489,151,764,0,0,0,498,76,2013
371190032011,1501,627,10,0,0,0,864,0,2013
371190032012,1418,556,176,0,117,0,569,0,2013
371190032031,1982,950,645,0,23,0,307,57,2013
371190032032,828,481,114,8,25,0,188,12,2013
371190032041,901,789,0,0,0,0,0,112,2013
371190032042,1613,974,195,0,153,0,276,15,2013
371190032043,817,777,0,0,0,0,25,15,2013
371190033001,1504,1122,292,0,8,0,20,62,2013
371190033002,822,546,43,0,10,0,202,21,2013
371190033003,598,404,159,0,0,0,22,13,2013
371190034001,2009,1892,0,0,104,0,0,13,2013
371190034002,943,910,16,0,17,0,0,0,2013
371190034003,937,922,0,0,0,0,15,0,2013
371190034004,800,742,0,0,0,0,15,43,2013
371190035001,1426,1299,61,0,15,0,36,15,2013
371190035002,1259,1203,0,0,14,0,42,0,2013
371190036001,354,193,152,0,0,0,9,0,2013
371190036002,946,270,655,0,0,11,0,10,2013
371190036003,800,48,715,0,27,0,10,0,2013
371190036004,1118,57,1061,0,0,0,0,0,2013
371190037001,1179,356,714,0,35,0,74,0,2013
371190037002,1372,2,1370,0,0,0,0,0,2013
371190038021,1298,41,960,0,0,0,86,211,2013
371190038022,1567,0,1298,0,0,0,149,120,2013
371190038023,775,154,342,5,0,0,262,12,2013
371190038051,1802,468,283,28,943,0,53,27,2013
371190038061,3158,419,2028,0,152,0,559,0,2013
371190038062,1918,383,491,0,0,0,1044,0,2013
371190038063,2296,342,991,0,571,0,311,81,2013
371190038064,2604,473,741,0,231,0,1145,14,2013
371190038071,1039,181,418,11,88,0,310,31,2013
371190038072,3720,32,1960,0,0,0,1689,39,2013
371190038081,2276,6,743,0,0,0,1497,30,2013
371190038082,3615,437,1001,0,118,0,1943,116,2013
371190039021,1526,51,1050,12,270,0,57,86,2013
371190039022,1659,15,1494,0,0,0,55,95,2013
371190039023,822,0,812,0,0,0,0,10,2013
371190039024,1020,0,1020,0,0,0,0,0,2013
371190039031,982,82,838,0,0,0,12,50,2013
371190039032,762,48,532,0,49,0,90,43,2013
371190040001,1220,164,859,0,161,0,36,0,2013
371190040002,519,87,337,0,72,0,0,23,2013
371190040003,882,230,601,0,51,0,0,0,2013
371190040004,1295,373,922,0,0,0,0,0,2013
371190041001,805,56,651,0,0,0,98,0,2013
371190041002,1604,963,511,0,76,0,6,48,2013
371190041003,195,23,74,0,0,0,98,0,2013
371190041004,722,100,567,0,55,0,0,0,2013
371190042001,620,68,502,0,12,0,6,32,2013
371190042002,773,54,709,0,0,0,0,10,2013
371190042003,850,73,723,0,54,0,0,0,2013
371190042004,1053,167,886,0,0,0,0,0,2013
371190043021,1313,173,716,0,191,0,183,50,2013
371190043022,2106,470,1408,0,7,0,197,24,2013
371190043023,1170,165,993,5,0,0,7,0,2013
371190043031,2345,710,1041,0,279,0,294,21,2013
371190043041,2696,517,1512,0,441,0,126,100,2013
371190043042,916,91,818,0,0,0,0,7,2013
371190043051,2010,599,1091,0,88,0,172,60,2013
371190043052,3245,161,2159,4,90,0,831,0,2013
371190044001,941,109,624,0,0,0,208,0,2013
371190044002,3694,285,2949,0,69,183,59,149,2013
371190045001,983,10,858,0,70,0,15,30,2013
371190045002,1613,41,1350,0,213,0,0,9,2013
371190045003,489,102,249,0,114,0,0,24,2013
371190046001,1605,49,1549,0,0,0,0,7,2013
371190046002,1721,36,1546,139,0,0,0,0,2013
371190047001,1999,455,1309,0,12,0,88,135,2013
371190048001,1077,17,912,0,0,0,137,11,2013
371190048002,1077,11,956,0,10,0,69,31,2013
371190048003,927,8,870,0,0,0,0,49,2013
371190049001,632,28,597,7,0,0,0,0,2013
371190050001,1256,34,1119,5,0,0,73,25,2013
371190050002,76,0,76,0,0,0,0,0,2013
371190051001,1344,94,1226,0,0,0,10,14,2013
371190051002,1140,16,848,7,0,0,83,186,2013
371190052001,693,3,585,0,0,0,105,0,2013
371190052002,968,78,842,0,0,0,44,4,2013
371190052003,1325,171,1129,0,0,0,25,0,2013
371190053011,2942,236,1716,26,71,0,812,81,2013
371190053012,653,69,204,0,0,0,356,24,2013
371190053051,1586,91,1411,0,0,0,84,0,2013
371190053052,1370,57,961,0,0,0,352,0,2013
371190053053,1813,34,1298,0,36,0,445,0,2013
371190053061,665,4,519,0,0,0,129,13,2013
371190053062,1508,160,1132,0,0,0,211,5,2013
371190053071,2154,96,1240,10,46,0,762,0,2013
371190053072,1362,59,775,0,55,0,473,0,2013
371190053081,2452,69,852,0,0,0,1491,40,2013
371190053082,678,0,488,0,0,0,174,16,2013
371190054011,3166,295,2094,0,299,0,478,0,2013
371190054012,2451,11,2369,0,69,0,0,2,2013
371190054013,1518,129,1278,0,0,0,72,39,2013
371190054031,2075,589,985,132,130,0,192,47,2013
371190054032,1725,163,1012,21,0,0,495,34,2013
371190054041,2918,412,2324,0,0,0,182,0,2013
371190054042,2396,379,1583,0,0,0,434,0,2013
371190055081,2380,1898,368,6,41,0,67,0,2013
371190055082,1573,978,386,0,73,0,115,21,2013
371190055091,1634,470,932,0,128,0,25,79,2013
371190055092,1777,938,768,0,71,0,0,0,2013
371190055093,1880,905,373,0,117,0,460,25,2013
371190055101,1326,418,392,0,6,0,501,9,2013
371190055102,3661,453,2315,0,61,0,714,118,2013
371190055111,1466,232,1200,0,0,0,24,10,2013
371190055112,1244,423,445,0,197,24,82,73,2013
371190055113,1581,664,529,0,66,0,276,46,2013
371190055121,1164,479,634,0,0,0,51,0,2013
371190055122,1078,165,753,0,0,0,160,0,2013
371190055123,2340,463,1543,0,74,0,118,142,2013
371190055131,2056,504,1248,0,63,0,103,138,2013
371190055132,1235,694,376,0,102,0,27,36,2013
371190055133,669,585,65,0,0,0,13,6,2013
371190055141,2221,1011,1139,0,26,0,28,17,2013
371190055142,1666,1015,238,0,18,0,355,40,2013
371190055143,3324,1755,1095,0,28,0,336,110,2013
371190055151,2314,1517,457,30,51,0,189,70,2013
371190055161,1798,1211,213,9,151,0,159,55,2013
371190055171,3015,1787,1082,0,0,0,119,27,2013
371190055172,1547,1315,148,0,0,0,59,25,2013
371190055181,3667,1717,807,0,634,0,501,8,2013
371190055182,1564,728,669,0,22,0,132,13,2013
371190055191,3176,1877,1217,0,0,0,82,0,2013
371190055192,1920,944,482,0,324,0,77,93,2013
371190055201,3724,1107,1223,14,1198,0,182,0,2013
371190055202,868,145,532,0,0,0,191,0,2013
371190055211,485,229,169,0,0,0,87,0,2013
371190055212,2205,749,1138,0,264,0,0,54,2013
371190055213,3694,973,1771,0,495,0,376,79,2013
371190055221,1378,124,904,0,311,0,39,0,2013
371190055222,2125,735,894,0,281,0,110,105,2013
371190055223,1129,297,306,0,171,0,355,0,2013
371190055231,450,248,187,0,0,0,0,15,2013
371190055232,2271,1007,387,95,549,0,199,34,2013
371190055233,2291,767,462,0,1062,0,0,0,2013
371190055241,941,131,12,0,632,0,166,0,2013
371190055242,645,151,317,19,115,0,17,26,2013
371190055243,2554,259,2027,0,110,0,112,46,2013
371190055244,1567,321,1040,0,108,0,0,98,2013
371190055245,937,178,502,0,0,0,257,0,2013
371190055246,1012,359,423,0,32,0,109,89,2013
371190056041,2167,1095,448,0,296,0,189,139,2013
371190056042,1954,983,650,0,100,0,101,120,2013
371190056043,1610,924,331,0,37,0,105,213,2013
371190056051,1944,444,1127,0,157,0,181,35,2013
371190056052,1222,565,434,0,117,0,106,0,2013
371190056053,2245,915,792,0,343,0,117,78,2013
371190056091,3390,1127,1154,17,476,0,473,143,2013
371190056101,1129,578,208,0,106,0,162,75,2013
371190056102,2901,721,1752,0,178,0,164,86,2013
371190056111,2717,1046,1093,0,117,0,461,0,2013
371190056121,2887,415,1165,0,248,0,860,199,2013
371190056122,1671,618,708,0,256,0,67,22,2013
371190056131,2023,280,1464,0,87,0,192,0,2013
371190056141,1720,359,1054,0,35,0,240,32,2013
371190056142,2556,987,1391,0,0,0,116,62,2013
371190056143,2121,714,959,0,88,0,254,106,2013
371190056151,1334,602,314,0,51,0,352,15,2013
371190056161,2085,548,645,0,17,0,837,38,2013
371190056171,2015,332,1022,0,268,0,356,37,2013
371190056172,76,76,0,0,0,0,0,0,2013
371190056181,1874,1265,348,0,10,0,251,0,2013
371190056182,1542,218,1066,0,0,0,193,65,2013
371190056191,2152,662,1328,0,40,0,68,54,2013
371190056192,1910,674,635,11,42,0,468,80,2013
371190056201,2315,377,1062,0,0,0,786,90,2013
371190056202,1868,882,493,0,13,0,480,0,2013
371190056203,2512,621,1626,0,11,0,49,205,2013
371190056211,2957,1417,854,0,0,0,425,261,2013
371190056212,681,503,178,0,0,0,0,0,2013
371190056213,614,483,93,0,4,0,11,23,2013
371190057061,2309,1246,609,0,274,0,59,121,2013
371190057062,1068,785,83,0,19,0,56,125,2013
371190057063,1584,1103,93,0,0,0,372,16,2013
371190057064,1707,1131,29,0,119,0,117,311,2013
371190057091,1904,1514,106,0,12,0,272,0,2013
371190057092,1778,1162,310,0,74,0,207,25,2013
371190057101,1632,524,611,0,137,0,340,20,2013
371190057102,2017,803,753,11,62,0,277,111,2013
371190057111,598,352,182,0,0,0,64,0,2013
371190057112,2222,2006,146,0,53,0,17,0,2013
371190057113,3538,3102,277,11,36,0,100,12,2013
371190057121,2475,1908,364,0,0,0,203,0,2013
371190057122,1479,1173,15,0,234,0,50,7,2013
371190057131,1602,1513,50,0,39,0,0,0,2013
371190057132,1923,1699,11,27,37,0,149,0,2013
371190057141,2103,1663,336,0,0,0,104,0,2013
371190057142,1527,1319,119,0,0,0,89,0,2013
371190057143,1323,1061,86,0,117,0,0,59,2013
371190057151,2575,2347,49,0,52,0,41,86,2013
371190057161,1680,815,473,0,87,0,247,58,2013
371190057162,2734,1012,872,0,18,0,638,194,2013
371190057171,2208,595,1344,0,42,0,188,39,2013
371190057172,1261,633,342,0,140,0,64,82,2013
371190057173,2331,1791,365,0,111,0,42,22,2013
371190058111,1986,1589,247,15,12,0,109,14,2013
371190058112,1838,1557,153,0,20,0,87,21,2013
371190058121,2706,2138,343,0,29,0,180,16,2013
371190058122,1919,1381,158,10,179,0,47,144,2013
371190058123,1636,831,583,0,0,0,194,28,2013
371190058151,2731,2327,148,13,74,0,138,31,2013
371190058152,714,463,170,0,54,0,0,27,2013
371190058161,3065,2704,98,0,97,0,118,48,2013
371190058162,879,699,43,0,35,0,102,0,2013
371190058171,1257,971,0,0,17,0,269,0,2013
371190058172,2854,2358,84,0,156,0,247,9,2013
371190058231,1032,1001,0,0,0,0,31,0,2013
371190058232,1873,1575,79,10,124,0,0,85,2013
371190058233,2794,2148,78,35,233,0,175,125,2013
371190058234,2858,2054,357,0,229,0,218,0,2013
371190058241,3208,368,1390,0,87,0,1350,13,2013
371190058251,2755,1088,761,0,19,0,878,9,2013
371190058252,2055,1387,167,0,3,0,485,13,2013
371190058261,480,269,27,0,0,0,184,0,2013
371190058262,2463,1616,258,0,149,0,397,43,2013
371190058271,2496,853,1257,0,0,0,299,87,2013
371190058281,2204,1916,136,0,85,0,32,35,2013
371190058282,667,667,0,0,0,0,0,0,2013
371190058283,1020,893,36,0,0,0,65,26,2013
371190058291,1026,606,225,0,195,0,0,0,2013
371190058292,1416,414,159,0,108,0,611,124,2013
371190058301,1668,1179,58,40,44,0,213,134,2013
371190058302,1855,1270,122,6,126,0,269,62,2013
371190058311,2162,1835,125,60,0,0,78,64,2013
371190058312,1866,1195,540,0,79,0,0,52,2013
371190058313,382,328,35,0,0,0,0,19,2013
371190058321,3212,2163,85,0,390,0,327,247,2013
371190058331,1370,1331,23,0,16,0,0,0,2013
371190058332,2350,2057,54,6,197,0,36,0,2013
371190058333,1044,936,86,10,12,0,0,0,2013
371190058341,3159,2508,475,0,105,0,47,24,2013
371190058342,1191,755,160,0,124,0,130,22,2013
371190058351,2563,2332,54,35,90,0,24,28,2013
371190058361,2694,1861,213,0,13,0,595,12,2013
371190058362,1754,1118,227,0,152,0,223,34,2013
371190058371,1756,984,35,0,371,0,240,126,2013
371190058372,1544,990,150,0,226,0,167,11,2013
371190058373,522,474,0,0,48,0,0,0,2013
371190058374,2596,1917,77,0,192,0,163,247,2013
371190058381,2307,1218,276,15,445,0,300,53,2013
371190058382,1597,1244,196,18,111,0,22,6,2013
371190058383,2556,1424,321,8,542,0,261,0,2013
371190058391,2721,2121,97,0,206,0,81,216,2013
371190058401,1971,1707,0,0,78,0,167,19,2013
371190058411,2452,2065,62,0,304,0,21,0,2013
371190058412,1378,737,261,0,183,0,197,0,2013
371190058413,2192,2003,0,0,111,0,69,9,2013
371190058421,1480,1268,173,0,39,0,0,0,2013
371190058422,1222,1023,13,0,186,0,0,0,2013
371190058423,3148,2386,48,0,139,0,260,315,2013
371190058431,1826,1497,39,0,269,0,7,14,2013
371190058432,1055,817,67,0,70,0,72,29,2013
371190058441,3498,2324,136,0,603,0,341,94,2013
371190058442,3383,2850,224,0,200,0,17,92,2013
371190058451,1377,1127,18,0,127,0,12,93,2013
371190058452,2579,1484,220,16,640,0,165,54,2013
371190058461,1550,1465,30,0,49,0,6,0,2013
371190058462,2422,2046,8,0,312,0,56,0,2013
371190058471,1192,1022,45,0,87,0,38,0,2013
371190058472,2059,1572,44,0,122,0,130,191,2013
371190058473,1018,469,43,44,107,0,109,246,2013
371190058481,2877,2471,0,0,263,0,41,102,2013
371190058482,1645,1262,251,5,111,0,0,16,2013
371190058483,1012,807,148,0,20,0,37,0,2013
371190059061,1576,1210,308,6,0,0,42,10,2013
371190059062,474,307,0,0,119,0,27,21,2013
371190059063,1234,595,79,0,18,0,516,26,2013
371190059064,452,196,235,0,0,0,21,0,2013
371190059071,2921,1309,809,0,285,0,518,0,2013
371190059072,1552,621,339,0,9,0,565,18,2013
371190059081,1695,1318,328,0,27,0,0,22,2013
371190059091,4990,2312,1458,0,287,0,788,145,2013
371190059092,1613,344,621,15,261,0,372,0,2013
371190059101,5038,1946,1625,0,378,0,967,122,2013
371190059111,2774,2084,434,0,36,0,43,177,2013
371190059112,2098,1278,691,0,0,0,122,7,2013
371190059121,1888,644,441,0,153,0,582,68,2013
371190059122,3356,760,1264,0,262,0,1023,47,2013
371190059131,1789,416,546,0,320,0,507,0,2013
371190059132,3751,1094,970,0,163,0,1128,396,2013
371190059133,1209,612,368,0,62,0,84,83,2013
371190059141,2075,864,503,0,164,0,424,120,2013
371190059142,1259,394,364,0,97,0,350,54,2013
371190059143,2165,789,828,12,0,0,379,157,2013
371190059151,1595,602,554,0,146,27,132,134,2013
371190059161,1166,100,655,0,164,0,239,8,2013
371190059162,968,5,725,197,0,0,40,1,2013
371190059171,3300,1832,1099,0,33,0,273,63,2013
371190059172,2216,985,693,0,19,0,267,252,2013
371190059181,3614,1382,902,0,278,0,843,209,2013
371190060051,2859,1335,1035,0,122,0,296,71,2013
371190060061,2740,807,1503,0,248,0,57,125,2013
371190060062,1780,450,911,0,0,0,406,13,2013
371190060063,1118,534,129,31,271,0,139,14,2013
371190060071,2718,598,1774,0,0,0,289,57,2013
371190060072,2030,1315,587,0,49,0,49,30,2013
371190060073,1911,1390,293,0,154,0,22,52,2013
371190060081,1240,805,156,15,18,0,188,58,2013
371190060082,2383,937,1092,0,191,0,163,0,2013
371190060091,1210,714,405,0,9,0,64,18,2013
371190060092,1413,382,943,31,0,0,35,22,2013
371190060101,1580,917,472,0,138,0,53,0,2013
371190060102,2789,394,2092,0,14,0,170,119,2013
371190060103,1223,145,723,0,14,0,326,15,2013
371190060104,848,299,517,0,0,0,32,0,2013
371190061031,2262,1340,776,11,62,0,30,43,2013
371190061032,1406,797,478,0,93,0,38,0,2013
371190061041,735,505,120,0,0,0,45,65,2013
371190061042,1547,545,759,0,94,0,0,149,2013
371190061043,4818,1224,3368,10,0,0,102,114,2013
371190061044,2063,687,1301,0,75,0,0,0,2013
371190061051,2831,1442,1141,0,33,0,74,141,2013
371190061061,2050,1135,670,0,85,0,152,8,2013
371190061062,1229,622,415,0,31,0,25,136,2013
371190061071,2815,1055,839,0,145,0,622,154,2013
371190061072,1140,681,217,0,162,0,24,56,2013
371190061081,2060,454,1220,5,44,0,180,157,2013
371190061082,2498,620,1300,0,0,0,538,40,2013
371190061091,4712,573,3624,6,0,0,467,42,2013
371190062031,921,902,0,0,19,0,0,0,2013
371190062032,2133,1943,92,0,11,0,64,23,2013
371190062033,1784,1698,0,0,0,0,86,0,2013
371190062041,1508,1361,37,0,0,0,69,41,2013
371190062042,1394,1381,0,0,0,0,13,0,2013
371190062043,2409,2284,14,0,0,0,111,0,2013
371190062044,1498,1438,0,0,30,0,30,0,2013
371190062081,2416,1865,246,0,155,0,94,56,2013
371190062091,308,247,35,0,0,0,26,0,2013
371190062092,1665,1217,342,0,0,0,106,0,2013
371190062093,2232,2068,72,0,22,0,28,42,2013
371190062101,3110,3007,9,12,69,0,0,13,2013
371190062102,1273,992,252,0,29,0,0,0,2013
371190062111,3235,2787,162,0,77,0,124,85,2013
371190062112,2694,2452,152,0,18,0,72,0,2013
371190062121,2039,1388,203,0,105,0,136,207,2013
371190062122,1183,795,269,0,91,0,11,17,2013
371190062131,3324,2674,246,28,174,0,114,88,2013
371190062132,2366,2068,144,0,0,0,21,133,2013
371190062141,1242,972,107,0,99,0,64,0,2013
371190062142,2868,2485,225,0,0,0,100,58,2013
371190062151,1940,1319,170,0,0,0,423,28,2013
371190062152,2167,1522,590,0,0,0,39,16,2013
371190063021,2154,1618,367,0,110,0,42,17,2013
371190063022,1849,1070,281,0,12,0,414,72,2013
371190063023,2467,1827,421,0,124,0,86,9,2013
371190063031,1820,1375,312,28,29,0,76,0,2013
371190063032,2978,2797,15,0,76,0,32,58,2013
371190063041,565,546,0,11,0,0,8,0,2013
371190063042,4002,3587,89,16,124,0,57,129,2013
371190063043,1325,935,0,43,0,0,347,0,2013
371190064031,2093,1100,656,65,8,0,249,15,2013
371190064032,1856,1219,423,7,59,0,45,103,2013
371190064033,1808,1568,18,0,8,0,152,62,2013
371190064041,1538,1400,10,0,64,0,64,0,2013
371190064042,3349,2780,104,34,158,0,259,14,2013
371190064051,2218,1934,82,0,156,0,33,13,2013
