"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino","Estimate!!Total!!Hispanic or Latino!!White alone","Margin of Error!!Total!!Hispanic or Latino!!White alone","Estimate!!Total!!Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Hispanic or Latino!!Asian alone","Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Hispanic or Latino!!Some other race alone","Estimate!!Total!!Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races",
"1500000US371190019183","Block Group 3, Census Tract 19.18, Mecklenburg County, North Carolina","1288","345","1037","242","173","97","864","240","0","12","0","12","0","12","0","12","0","12","0","12","0","12","251","262","0","12","0","12","0","12","0","12","0","12","222","259","29","35","9","14","20","32",
"1500000US371190019191","Block Group 1, Census Tract 19.19, Mecklenburg County, North Carolina","1682","405","1026","346","398","216","299","190","0","12","266","191","0","12","0","12","63","100","0","12","63","100","656","294","146","137","17","25","55","89","0","12","0","12","438","255","0","12","0","12","0","12",
"1500000US371190019192","Block Group 2, Census Tract 19.19, Mecklenburg County, North Carolina","1294","357","1054","264","529","139","514","265","11","16","0","12","0","12","0","12","0","12","0","12","0","12","240","249","230","249","0","12","0","12","0","12","0","12","10","16","0","12","0","12","0","12",
"1500000US371190019193","Block Group 3, Census Tract 19.19, Mecklenburg County, North Carolina","1483","445","1147","387","278","158","770","358","6","11","0","12","0","12","0","12","93","95","0","12","93","95","336","222","0","12","0","12","0","12","0","12","0","12","281","232","55","60","0","12","55","60",
"1500000US371190019201","Block Group 1, Census Tract 19.20, Mecklenburg County, North Carolina","2871","494","1634","509","161","93","1100","492","35","49","263","209","0","12","0","12","75","76","0","12","75","76","1237","420","203","259","138","210","130","226","0","12","0","12","766","338","0","12","0","12","0","12",
"1500000US371190019202","Block Group 2, Census Tract 19.20, Mecklenburg County, North Carolina","1411","350","870","347","342","188","518","331","0","12","10","16","0","12","0","12","0","12","0","12","0","12","541","245","515","246","9","14","0","12","0","12","0","12","17","20","0","12","0","12","0","12",
"1500000US371190019203","Block Group 3, Census Tract 19.20, Mecklenburg County, North Carolina","843","304","782","296","191","110","412","183","0","12","92","178","0","12","0","12","87","139","0","12","87","139","61","100","61","100","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1500000US371190019211","Block Group 1, Census Tract 19.21, Mecklenburg County, North Carolina","2656","265","2039","269","724","167","955","206","18","27","228","170","0","12","0","12","114","109","0","12","114","109","617","113","369","153","0","12","0","12","0","12","0","12","248","104","0","12","0","12","0","12",
"1500000US371190019221","Block Group 1, Census Tract 19.22, Mecklenburg County, North Carolina","1821","354","1561","320","426","219","875","212","0","12","93","119","0","12","0","12","167","137","0","12","167","137","260","210","110","162","0","12","0","12","0","12","0","12","150","155","0","12","0","12","0","12",
"1500000US371190019222","Block Group 2, Census Tract 19.22, Mecklenburg County, North Carolina","2953","454","2282","450","547","167","1584","411","50","75","40","65","0","12","0","12","61","73","20","34","41","64","671","308","7","11","45","73","0","12","0","12","0","12","601","300","18","29","0","12","18","29",
"1500000US371190019231","Block Group 1, Census Tract 19.23, Mecklenburg County, North Carolina","2874","526","2014","351","499","124","1338","339","41","64","64","61","0","12","50","77","22","22","0","12","22","22","860","517","307","430","38","69","0","12","0","12","0","12","515","266","0","12","0","12","0","12",
"1500000US371190019232","Block Group 2, Census Tract 19.23, Mecklenburg County, North Carolina","1942","519","1478","505","344","137","1083","518","0","12","21","27","0","12","0","12","30","26","0","12","30","26","464","307","7","12","0","12","0","12","0","12","0","12","457","307","0","12","0","12","0","12",
"1500000US371190020021","Block Group 1, Census Tract 20.02, Mecklenburg County, North Carolina","2285","479","2245","466","1987","561","139","144","0","12","119","178","0","12","0","12","0","12","0","12","0","12","40","63","40","63","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
