"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino","Estimate!!Total!!Hispanic or Latino!!White alone","Margin of Error!!Total!!Hispanic or Latino!!White alone","Estimate!!Total!!Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Hispanic or Latino!!Asian alone","Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Hispanic or Latino!!Some other race alone","Estimate!!Total!!Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races",
"1500000US371190001001","Block Group 1, Census Tract 1, Mecklenburg County, North Carolina","1378","242","1205","233","1078","237","69","54","0","12","58","49","0","12","0","12","0","12","0","12","0","12","173","98","113","69","0","12","0","12","0","12","16","27","0","12","44","43","44","43","0","12",
"1500000US371190001002","Block Group 2, Census Tract 1, Mecklenburg County, North Carolina","2070","256","1945","251","1393","222","295","114","0","12","154","107","0","12","6","14","97","56","13","19","84","55","125","74","51","44","6","14","0","12","0","12","0","12","49","47","19","25","0","12","19","25",
"1500000US371190001003","Block Group 3, Census Tract 1, Mecklenburg County, North Carolina","1059","251","1037","242","860","183","144","165","0","12","18","22","0","12","0","12","15","22","0","12","15","22","22","35","22","35","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1500000US371190001004","Block Group 4, Census Tract 1, Mecklenburg County, North Carolina","90","92","90","92","71","87","19","30","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1500000US371190001005","Block Group 5, Census Tract 1, Mecklenburg County, North Carolina","600","254","501","219","287","148","81","98","16","24","61","58","0","12","0","12","56","91","0","12","56","91","99","99","65","85","0","12","0","12","0","12","0","12","34","54","0","12","0","12","0","12",
"1500000US371190003001","Block Group 1, Census Tract 3, Mecklenburg County, North Carolina","949","103","949","103","581","110","320","93","22","22","16","19","0","12","5","7","5","9","0","12","5","9","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1500000US371190004001","Block Group 1, Census Tract 4, Mecklenburg County, North Carolina","1762","260","1692","254","1423","258","133","74","17","27","68","44","0","12","0","12","51","45","0","12","51","45","70","57","62","55","0","12","0","12","0","12","0","12","8","15","0","12","0","12","0","12",
"1500000US371190004002","Block Group 2, Census Tract 4, Mecklenburg County, North Carolina","1372","229","1362","227","949","211","280","127","0","12","52","44","0","12","0","12","81","63","0","12","81","63","10","15","10","15","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1500000US371190005001","Block Group 1, Census Tract 5, Mecklenburg County, North Carolina","1749","343","1698","341","1027","266","595","321","0","12","33","55","0","12","0","12","43","49","0","12","43","49","51","65","51","65","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1500000US371190005002","Block Group 2, Census Tract 5, Mecklenburg County, North Carolina","1151","341","887","283","550","218","285","209","0","12","12","20","0","12","0","12","40","45","0","12","40","45","264","236","237","234","13","21","0","12","0","12","0","12","14","22","0","12","0","12","0","12",
