"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino:","Margin of Error!!Total:!!Not Hispanic or Latino:","Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Estimate!!Total:!!Hispanic or Latino:","Margin of Error!!Total:!!Hispanic or Latino:","Estimate!!Total:!!Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"1500000US371190030061","Block Group 1; Census Tract 30.06; Mecklenburg County; North Carolina","2071","400","2071","400","1859","364","118","172","0","14","45","57","0","14","0","14","49","47","0","14","49","47","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US371190030062","Block Group 2; Census Tract 30.06; Mecklenburg County; North Carolina","2444","382","2302","370","2030","376","55","43","0","14","158","112","0","14","0","14","59","45","0","14","59","45","142","150","124","149","12","19","0","14","0","14","0","14","0","14","6","10","6","10","0","14",
"1500000US371190030081","Block Group 1; Census Tract 30.08; Mecklenburg County; North Carolina","3302","1212","3275","1201","3218","1193","39","50","0","14","1","3","0","14","0","14","17","30","0","14","17","30","27","34","18","31","0","14","0","14","0","14","0","14","0","14","9","13","9","13","0","14",
"1500000US371190030082","Block Group 2; Census Tract 30.08; Mecklenburg County; North Carolina","1451","407","1146","304","622","235","418","261","0","14","106","85","0","14","0","14","0","14","0","14","0","14","305","286","0","14","0","14","0","14","0","14","0","14","117","198","188","209","108","181","80","123",
"1500000US371190030083","Block Group 3; Census Tract 30.08; Mecklenburg County; North Carolina","1495","477","1230","302","1149","318","52","64","0","14","19","29","0","14","0","14","10","15","0","14","10","15","265","342","0","14","0","14","0","14","0","14","0","14","265","342","0","14","0","14","0","14",
"1500000US371190030121","Block Group 1; Census Tract 30.12; Mecklenburg County; North Carolina","1630","522","1604","527","1565","526","7","23","0","14","0","14","0","14","0","14","32","35","7","11","25","33","26","29","0","14","0","14","0","14","0","14","0","14","0","14","26","29","26","29","0","14",
"1500000US371190030122","Block Group 2; Census Tract 30.12; Mecklenburg County; North Carolina","2526","399","2312","415","1584","313","501","319","0","14","114","76","0","14","54","64","59","67","40","57","19","33","214","161","103","127","0","14","0","14","13","19","0","14","23","26","75","96","75","96","0","14",
"1500000US371190030131","Block Group 1; Census Tract 30.13; Mecklenburg County; North Carolina","2314","422","2203","415","1919","419","38","43","0","14","160","113","0","14","0","14","86","89","14","23","72","86","111","129","9","15","0","14","0","14","0","14","0","14","0","14","102","128","14","23","88","124",
"1500000US371190030132","Block Group 2; Census Tract 30.13; Mecklenburg County; North Carolina","2572","426","2572","426","2469","412","0","14","0","14","87","86","0","14","0","14","16","26","16","26","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US371190030151","Block Group 1; Census Tract 30.15; Mecklenburg County; North Carolina","1496","250","1430","242","1281","242","26","30","0","14","43","55","0","14","12","18","68","58","27","42","41","41","66","75","7","12","0","14","0","14","0","14","0","14","0","14","59","74","59","74","0","14",
"1500000US371190030152","Block Group 2; Census Tract 30.15; Mecklenburg County; North Carolina","2319","447","2090","490","1704","449","329","193","0","14","0","14","0","14","0","14","57","55","0","14","57","55","229","169","161","123","0","14","0","14","0","14","0","14","23","38","45","63","45","63","0","14",
"1500000US371190030153","Block Group 3; Census Tract 30.15; Mecklenburg County; North Carolina","1740","792","1675","795","1357","797","22","30","0","14","234","136","0","14","0","14","62","71","0","14","62","71","65","54","0","14","0","14","0","14","0","14","0","14","0","14","65","54","65","54","0","14",
"1500000US371190030161","Block Group 1; Census Tract 30.16; Mecklenburg County; North Carolina","1721","344","1542","351","894","256","336","280","0","14","261","144","0","14","0","14","51","55","0","14","51","55","179","120","146","115","0","14","0","14","0","14","0","14","0","14","33","44","33","44","0","14",
"1500000US371190030162","Block Group 2; Census Tract 30.16; Mecklenburg County; North Carolina","1101","233","1101","233","883","203","112","145","0","14","58","57","0","14","0","14","48","47","25","38","23","26","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US371190030163","Block Group 3; Census Tract 30.16; Mecklenburg County; North Carolina","1817","409","1756","418","648","245","184","145","0","14","798","371","0","14","0","14","126","165","0","14","126","165","61","69","0","14","0","14","0","14","0","14","0","14","29","50","32","51","32","51","0","14",
"1500000US371190030171","Block Group 1; Census Tract 30.17; Mecklenburg County; North Carolina","1540","491","1372","490","991","361","285","316","0","14","65","79","0","14","0","14","31","42","0","14","31","42","168","126","22","41","0","14","0","14","0","14","0","14","9","14","137","119","137","119","0","14",
"1500000US371190030172","Block Group 2; Census Tract 30.17; Mecklenburg County; North Carolina","2290","297","2257","300","1945","315","113","111","0","14","90","70","0","14","0","14","109","94","0","14","109","94","33","31","21","23","0","14","0","14","0","14","0","14","12","20","0","14","0","14","0","14",
"1500000US371190030181","Block Group 1; Census Tract 30.18; Mecklenburg County; North Carolina","2449","334","2321","338","1947","347","140","119","0","14","205","153","0","14","29","34","0","14","0","14","0","14","128","84","58","55","0","14","1","3","0","14","0","14","0","14","69","66","69","66","0","14",
"1500000US371190030191","Block Group 1; Census Tract 30.19; Mecklenburg County; North Carolina","1015","232","1015","232","865","242","85","150","0","14","65","71","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US371190030192","Block Group 2; Census Tract 30.19; Mecklenburg County; North Carolina","1026","285","873","245","719","214","62","63","0","14","0","14","0","14","0","14","92","74","12","18","80","73","153","213","0","14","0","14","153","213","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US371190030201","Block Group 1; Census Tract 30.20; Mecklenburg County; North Carolina","1137","271","1087","280","944","252","75","113","0","14","68","86","0","14","0","14","0","14","0","14","0","14","50","62","9","15","0","14","0","14","0","14","0","14","0","14","41","62","41","62","0","14",
"1500000US371190030202","Block Group 2; Census Tract 30.20; Mecklenburg County; North Carolina","1915","477","1887","478","1852","477","9","7","0","14","26","42","0","14","0","14","0","14","0","14","0","14","28","32","16","25","0","14","0","14","0","14","0","14","1","3","11","20","11","20","0","14",
"1500000US371190030203","Block Group 3; Census Tract 30.20; Mecklenburg County; North Carolina","1280","506","1262","509","1262","509","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","18","32","18","32","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US371190030211","Block Group 1; Census Tract 30.21; Mecklenburg County; North Carolina","1409","476","1394","476","1185","523","92","129","0","14","36","57","0","14","0","14","81","123","0","14","81","123","15","24","0","14","0","14","0","14","0","14","0","14","0","14","15","24","15","24","0","14",
"1500000US371190030212","Block Group 2; Census Tract 30.21; Mecklenburg County; North Carolina","1511","360","1483","354","1394","350","19","32","0","14","29","46","0","14","0","14","41","48","0","14","41","48","28","33","14","22","0","14","0","14","14","24","0","14","0","14","0","14","0","14","0","14",
"1500000US371190030221","Block Group 1; Census Tract 30.22; Mecklenburg County; North Carolina","1284","497","1269","495","1021","468","77","56","0","14","87","97","0","14","8","14","76","72","0","14","76","72","15","26","0","14","0","14","0","14","0","14","0","14","0","14","15","26","15","26","0","14",
"1500000US371190030222","Block Group 2; Census Tract 30.22; Mecklenburg County; North Carolina","730","448","730","448","718","445","0","14","0","14","0","14","0","14","0","14","12","18","12","18","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US371190030223","Block Group 3; Census Tract 30.22; Mecklenburg County; North Carolina","1876","552","1817","538","1515","460","38","37","0","14","121","179","0","14","0","14","143","209","0","14","143","209","59","101","59","101","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US371190031021","Block Group 1; Census Tract 31.02; Mecklenburg County; North Carolina","2167","686","2023","696","1708","666","107","79","133","162","17","26","0","14","0","14","58","60","0","14","58","60","144","91","49","66","0","14","0","14","0","14","0","14","25","33","70","55","57","54","13","22",
"1500000US371190031022","Block Group 2; Census Tract 31.02; Mecklenburg County; North Carolina","892","273","849","250","788","213","0","14","0","14","21","33","0","14","0","14","40","66","0","14","40","66","43","50","9","14","0","14","0","14","0","14","0","14","0","14","34","56","34","56","0","14",
"1500000US371190031023","Block Group 3; Census Tract 31.02; Mecklenburg County; North Carolina","975","387","278","135","72","67","192","125","0","14","14","22","0","14","0","14","0","14","0","14","0","14","697","372","551","309","0","14","0","14","0","14","0","14","146","238","0","14","0","14","0","14",
"1500000US371190031051","Block Group 1; Census Tract 31.05; Mecklenburg County; North Carolina","1340","240","1330","241","1240","245","45","45","0","14","4","6","0","14","31","38","10","15","10","15","0","14","10","15","10","15","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US371190031052","Block Group 2; Census Tract 31.05; Mecklenburg County; North Carolina","2376","665","2321","664","2172","678","104","76","0","14","0","14","0","14","0","14","45","51","21","34","24","37","55","77","55","77","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US371190031061","Block Group 1; Census Tract 31.06; Mecklenburg County; North Carolina","2337","696","1150","266","903","187","213","175","0","14","15","22","0","14","0","14","19","45","0","14","19","45","1187","662","262","254","0","14","0","14","80","126","0","14","253","168","592","688","592","688","0","14",
"1500000US371190031062","Block Group 2; Census Tract 31.06; Mecklenburg County; North Carolina","2054","471","1895","456","1281","309","453","311","0","14","104","71","0","14","0","14","57","47","0","14","57","47","159","137","51","56","0","14","0","14","0","14","0","14","12","19","96","126","96","126","0","14",
"1500000US371190031081","Block Group 1; Census Tract 31.08; Mecklenburg County; North Carolina","1318","336","631","155","176","108","440","145","0","14","15","22","0","14","0","14","0","14","0","14","0","14","687","321","190","131","0","14","0","14","0","14","0","14","205","138","292","274","292","274","0","14",
"1500000US371190031082","Block Group 2; Census Tract 31.08; Mecklenburg County; North Carolina","2137","620","1072","178","762","136","200","137","8","12","65","61","0","14","0","14","37","39","15","23","22","31","1065","611","137","141","18","28","0","14","0","14","0","14","315","490","595","405","556","406","39","49",
"1500000US371190031091","Block Group 1; Census Tract 31.09; Mecklenburg County; North Carolina","2553","432","1309","262","339","155","823","221","0","14","63","51","0","14","0","14","84","68","0","14","84","68","1244","456","568","315","50","74","16","26","0","14","0","14","136","185","474","314","474","314","0","14",
"1500000US371190031092","Block Group 2; Census Tract 31.09; Mecklenburg County; North Carolina","1481","498","357","162","77","63","257","148","0","14","10","15","0","14","0","14","13","20","0","14","13","20","1124","491","263","210","0","14","0","14","0","14","0","14","532","329","329","344","329","344","0","14",
"1500000US371190031101","Block Group 1; Census Tract 31.10; Mecklenburg County; North Carolina","2290","511","2095","499","1895","317","0","14","0","14","19","32","0","14","0","14","181","236","0","14","181","236","195","172","88","111","0","14","0","14","24","54","0","14","83","145","0","14","0","14","0","14",
"1500000US371190031111","Block Group 1; Census Tract 31.11; Mecklenburg County; North Carolina","1744","1109","1724","1107","1623","1107","101","106","0","14","0","14","0","14","0","14","0","14","0","14","0","14","20","31","0","14","0","14","0","14","0","14","0","14","20","31","0","14","0","14","0","14",
"1500000US371190031112","Block Group 2; Census Tract 31.11; Mecklenburg County; North Carolina","581","213","480","206","480","206","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","101","106","76","93","0","14","0","14","0","14","0","14","25","45","0","14","0","14","0","14",
"1500000US371190031113","Block Group 3; Census Tract 31.11; Mecklenburg County; North Carolina","1391","387","1268","341","964","298","0","14","0","14","255","147","0","14","0","14","49","56","0","14","49","56","123","96","62","78","0","14","0","14","0","14","0","14","54","58","7","11","7","11","0","14",
"1500000US371190032011","Block Group 1; Census Tract 32.01; Mecklenburg County; North Carolina","1069","469","1047","472","1029","473","18","31","0","14","0","14","0","14","0","14","0","14","0","14","0","14","22","23","15","18","0","14","0","14","0","14","0","14","7","14","0","14","0","14","0","14",
"1500000US371190032012","Block Group 2; Census Tract 32.01; Mecklenburg County; North Carolina","1484","426","1103","422","929","408","135","98","0","14","0","14","0","14","0","14","39","50","0","14","39","50","381","252","32","50","0","14","0","14","0","14","0","14","349","243","0","14","0","14","0","14",
"1500000US371190032031","Block Group 1; Census Tract 32.03; Mecklenburg County; North Carolina","2304","637","1979","646","1133","570","593","371","0","14","50","50","0","14","0","14","203","168","116","149","87","80","325","195","62","65","96","119","0","14","8","12","0","14","103","96","56","90","0","14","56","90",
"1500000US371190032032","Block Group 2; Census Tract 32.03; Mecklenburg County; North Carolina","553","196","528","196","359","126","107","148","0","14","13","20","0","14","0","14","49","51","0","14","49","51","25","33","21","35","0","14","4","7","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US371190032041","Block Group 1; Census Tract 32.04; Mecklenburg County; North Carolina","828","199","815","198","703","200","0","14","0","14","10","15","0","14","0","14","102","60","24","39","78","49","13","21","0","14","0","14","0","14","0","14","0","14","13","21","0","14","0","14","0","14",
"1500000US371190032042","Block Group 2; Census Tract 32.04; Mecklenburg County; North Carolina","1384","295","1342","299","1104","316","211","82","0","14","17","28","0","14","0","14","10","16","0","14","10","16","42","61","14","21","0","14","0","14","0","14","0","14","0","14","28","40","0","14","28","40",
"1500000US371190032043","Block Group 3; Census Tract 32.04; Mecklenburg County; North Carolina","992","183","920","179","770","193","29","47","0","14","24","26","0","14","0","14","97","90","54","79","43","45","72","58","6","9","0","14","0","14","0","14","0","14","15","13","51","50","51","50","0","14",
"1500000US371190033011","Block Group 1; Census Tract 33.01; Mecklenburg County; North Carolina","908","134","899","134","755","135","44","36","17","21","83","76","0","14","0","14","0","14","0","14","0","14","9","16","0","14","0","14","0","14","0","14","0","14","9","16","0","14","0","14","0","14",
"1500000US371190033012","Block Group 2; Census Tract 33.01; Mecklenburg County; North Carolina","569","211","441","215","349","185","29","39","0","14","63","94","0","14","0","14","0","14","0","14","0","14","128","76","0","14","0","14","0","14","0","14","0","14","128","76","0","14","0","14","0","14",
"1500000US371190033021","Block Group 1; Census Tract 33.02; Mecklenburg County; North Carolina","1566","359","1546","357","1325","363","60","48","0","14","59","43","0","14","0","14","102","59","11","20","91","58","20","20","15","18","0","14","0","14","0","14","0","14","0","14","5","8","5","8","0","14",
"1500000US371190033022","Block Group 2; Census Tract 33.02; Mecklenburg County; North Carolina","1095","241","1063","236","938","237","18","20","0","14","40","48","0","14","0","14","67","66","0","14","67","66","32","34","21","31","0","14","0","14","0","14","0","14","0","14","11","17","11","17","0","14",
"1500000US371190034011","Block Group 1; Census Tract 34.01; Mecklenburg County; North Carolina","630","229","527","186","483","178","9","16","0","14","18","23","0","14","0","14","17","28","17","28","0","14","103","136","0","14","0","14","0","14","0","14","0","14","23","36","80","130","80","130","0","14",
"1500000US371190034012","Block Group 2; Census Tract 34.01; Mecklenburg County; North Carolina","1262","222","1077","191","1017","189","0","14","0","14","17","30","0","14","0","14","43","45","0","14","43","45","185","153","185","153","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US371190034021","Block Group 1; Census Tract 34.02; Mecklenburg County; North Carolina","1323","275","1155","286","1075","282","0","14","0","14","41","34","0","14","0","14","39","44","21","33","18","30","168","181","0","14","0","14","0","14","0","14","0","14","140","182","28","37","28","37","0","14",
"1500000US371190034022","Block Group 2; Census Tract 34.02; Mecklenburg County; North Carolina","979","457","926","429","867","426","17","12","0","14","13","22","0","14","0","14","29","34","0","14","29","34","53","67","0","14","0","14","0","14","0","14","0","14","2","4","51","67","51","67","0","14",
"1500000US371190034023","Block Group 3; Census Tract 34.02; Mecklenburg County; North Carolina","1314","337","1303","337","1236","325","0","14","0","14","48","57","0","14","0","14","19","35","19","35","0","14","11","18","0","14","0","14","0","14","0","14","0","14","0","14","11","18","11","18","0","14",
"1500000US371190035001","Block Group 1; Census Tract 35; Mecklenburg County; North Carolina","1538","357","1509","359","1425","359","12","28","0","14","41","33","0","14","0","14","31","34","0","14","31","34","29","27","23","25","0","14","0","14","0","14","0","14","0","14","6","10","6","10","0","14",
"1500000US371190035002","Block Group 2; Census Tract 35; Mecklenburg County; North Carolina","1191","279","1152","270","990","217","7","12","0","14","31","38","0","14","100","160","24","40","0","14","24","40","39","42","33","41","0","14","0","14","0","14","0","14","0","14","6","9","6","9","0","14",
"1500000US371190036001","Block Group 1; Census Tract 36; Mecklenburg County; North Carolina","1150","327","1103","318","769","271","157","115","31","40","37","33","0","14","0","14","109","123","0","14","109","123","47","48","18","21","3","15","0","14","0","14","0","14","24","40","2","7","0","14","2","7",
"1500000US371190036002","Block Group 2; Census Tract 36; Mecklenburg County; North Carolina","1357","283","1228","301","813","263","316","151","0","14","69","81","0","14","10","15","20","31","0","14","20","31","129","81","49","45","26","40","0","14","13","20","0","14","0","14","41","47","24","38","17","28",
"1500000US371190036003","Block Group 3; Census Tract 36; Mecklenburg County; North Carolina","908","380","571","244","79","51","483","241","0","14","9","13","0","14","0","14","0","14","0","14","0","14","337","315","0","14","0","14","0","14","0","14","0","14","337","315","0","14","0","14","0","14",
"1500000US371190036004","Block Group 4; Census Tract 36; Mecklenburg County; North Carolina","423","267","423","267","94","108","312","239","0","14","17","26","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US371190037011","Block Group 1; Census Tract 37.01; Mecklenburg County; North Carolina","1596","301","1589","301","1459","310","11","16","0","14","66","61","0","14","15","19","38","34","25","28","13","20","7","11","0","14","0","14","0","14","0","14","0","14","0","14","7","11","7","11","0","14",
"1500000US371190037012","Block Group 2; Census Tract 37.01; Mecklenburg County; North Carolina","132","74","132","74","0","14","132","74","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US371190037021","Block Group 1; Census Tract 37.02; Mecklenburg County; North Carolina","1169","427","1143","428","1020","436","85","89","0","14","28","37","0","14","0","14","10","19","0","14","10","19","26","20","18","16","0","14","0","14","0","14","0","14","0","14","8","13","8","13","0","14",
"1500000US371190037022","Block Group 2; Census Tract 37.02; Mecklenburg County; North Carolina","1188","305","1052","186","27","26","1018","181","7","14","0","14","0","14","0","14","0","14","0","14","0","14","136","211","0","14","0","14","0","14","0","14","0","14","136","211","0","14","0","14","0","14",
"1500000US371190038021","Block Group 1; Census Tract 38.02; Mecklenburg County; North Carolina","1097","540","978","532","36","46","942","529","0","14","0","14","0","14","0","14","0","14","0","14","0","14","119","108","119","108","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US371190038022","Block Group 2; Census Tract 38.02; Mecklenburg County; North Carolina","1537","483","1243","372","23","28","1117","364","30","36","73","117","0","14","0","14","0","14","0","14","0","14","294","286","0","14","0","14","0","14","0","14","0","14","219","271","75","112","69","115","6","10",
"1500000US371190038023","Block Group 3; Census Tract 38.02; Mecklenburg County; North Carolina","592","244","570","229","328","201","199","145","2","8","41","37","0","14","0","14","0","14","0","14","0","14","22","42","0","14","1","2","0","14","0","14","0","14","0","14","21","41","21","41","0","14",
"1500000US371190038051","Block Group 1; Census Tract 38.05; Mecklenburg County; North Carolina","1351","443","1322","438","800","404","214","123","0","14","184","137","0","14","69","111","55","84","0","14","55","84","29","38","15","24","0","14","0","14","0","14","0","14","14","20","0","14","0","14","0","14",
"1500000US371190038052","Block Group 2; Census Tract 38.05; Mecklenburg County; North Carolina","2506","594","2214","549","1067","460","504","268","17","26","584","272","0","14","0","14","42","52","0","14","42","52","292","284","271","282","0","14","0","14","0","14","0","14","21","35","0","14","0","14","0","14",
"1500000US371190038071","Block Group 1; Census Tract 38.07; Mecklenburg County; North Carolina","1644","632","774","482","85","48","573","461","0","14","115","133","0","14","0","14","1","4","0","14","1","4","870","418","518","370","0","14","0","14","9","14","0","14","148","129","195","175","195","175","0","14",
"1500000US371190038072","Block Group 2; Census Tract 38.07; Mecklenburg County; North Carolina","2937","590","1434","357","393","202","1011","349","0","14","0","14","0","14","0","14","30","39","0","14","30","39","1503","541","232","178","17","25","0","14","0","14","0","14","626","363","628","431","628","431","0","14",
"1500000US371190038081","Block Group 1; Census Tract 38.08; Mecklenburg County; North Carolina","2129","541","438","244","11","19","381","224","0","14","46","67","0","14","0","14","0","14","0","14","0","14","1691","523","811","354","0","14","0","14","0","14","0","14","643","379","237","228","237","228","0","14",
"1500000US371190038082","Block Group 2; Census Tract 38.08; Mecklenburg County; North Carolina","966","439","271","136","134","102","134","108","3","7","0","14","0","14","0","14","0","14","0","14","0","14","695","426","384","364","0","14","0","14","0","14","0","14","71","73","240","204","229","203","11","17",
"1500000US371190038083","Block Group 3; Census Tract 38.08; Mecklenburg County; North Carolina","3520","1284","1513","1029","109","100","1361","1045","0","14","43","36","0","14","0","14","0","14","0","14","0","14","2007","711","650","404","28","43","0","14","0","14","0","14","731","368","598","565","588","564","10","16",
"1500000US371190038091","Block Group 1; Census Tract 38.09; Mecklenburg County; North Carolina","1447","460","1086","327","455","234","369","263","0","14","262","203","0","14","0","14","0","14","0","14","0","14","361","412","77","125","0","14","0","14","0","14","0","14","284","376","0","14","0","14","0","14",
"1500000US371190038092","Block Group 2; Census Tract 38.09; Mecklenburg County; North Carolina","2330","659","1921","602","304","156","1205","429","0","14","364","319","0","14","0","14","48","72","0","14","48","72","409","318","0","14","0","14","0","14","0","14","0","14","61","66","348","333","336","333","12","23",
"1500000US371190038101","Block Group 1; Census Tract 38.10; Mecklenburg County; North Carolina","2411","1201","432","266","119","79","313","241","0","14","0","14","0","14","0","14","0","14","0","14","0","14","1979","1166","900","939","0","14","0","14","146","238","0","14","75","130","858","748","858","748","0","14",
"1500000US371190038102","Block Group 2; Census Tract 38.10; Mecklenburg County; North Carolina","2463","922","2146","908","395","218","819","749","0","14","848","359","0","14","10","16","74","130","0","14","74","130","317","309","136","220","0","14","0","14","0","14","0","14","47","74","134","169","134","169","0","14",
"1500000US371190038111","Block Group 1; Census Tract 38.11; Mecklenburg County; North Carolina","2270","575","1865","583","288","163","1368","601","0","14","132","119","0","14","57","68","20","29","0","14","20","29","405","340","234","274","0","14","0","14","0","14","0","14","68","114","103","274","103","274","0","14",
"1500000US371190039021","Block Group 1; Census Tract 39.02; Mecklenburg County; North Carolina","858","303","632","244","44","49","483","189","0","14","68","109","0","14","0","14","37","55","0","14","37","55","226","221","210","221","16","3","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US371190039022","Block Group 2; Census Tract 39.02; Mecklenburg County; North Carolina","2133","685","1969","661","17","21","1919","665","0","14","0","14","0","14","0","14","33","73","33","73","0","14","164","228","0","14","0","14","0","14","0","14","0","14","164","228","0","14","0","14","0","14",
"1500000US371190039023","Block Group 3; Census Tract 39.02; Mecklenburg County; North Carolina","916","549","916","549","55","68","858","549","0","14","0","14","0","14","0","14","3","10","0","14","3","10","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US371190039024","Block Group 4; Census Tract 39.02; Mecklenburg County; North Carolina","1414","392","1025","381","54","89","950","375","0","14","14","25","0","14","0","14","7","29","0","14","7","29","389","209","0","14","0","14","0","14","0","14","0","14","279","158","110","145","110","145","0","14",
"1500000US371190039031","Block Group 1; Census Tract 39.03; Mecklenburg County; North Carolina","898","254","739","218","10","13","670","242","0","14","27","41","0","14","25","59","7","12","0","14","7","12","159","132","0","14","7","10","0","14","0","14","0","14","120","125","32","29","16","18","16","23",
"1500000US371190039032","Block Group 2; Census Tract 39.03; Mecklenburg County; North Carolina","1300","292","1171","228","82","77","1004","218","0","14","65","100","0","14","20","28","0","14","0","14","0","14","129","115","0","14","0","14","0","14","0","14","0","14","19","30","110","111","64","100","46","68",
"1500000US371190040001","Block Group 1; Census Tract 40; Mecklenburg County; North Carolina","352","152","329","154","69","53","260","143","0","14","0","14","0","14","0","14","0","14","0","14","0","14","23","37","0","14","0","14","0","14","0","14","0","14","23","37","0","14","0","14","0","14",
"1500000US371190040002","Block Group 2; Census Tract 40; Mecklenburg County; North Carolina","894","342","728","277","84","68","344","168","0","14","234","226","0","14","0","14","66","100","0","14","66","100","166","217","0","14","0","14","0","14","0","14","0","14","150","216","16","24","16","24","0","14",
"1500000US371190040003","Block Group 3; Census Tract 40; Mecklenburg County; North Carolina","1454","572","1275","530","155","118","808","453","0","14","141","176","0","14","57","89","114","100","67","107","47","37","179","143","0","14","0","14","0","14","0","14","0","14","179","143","0","14","0","14","0","14",
"1500000US371190040004","Block Group 4; Census Tract 40; Mecklenburg County; North Carolina","1269","369","1004","377","321","235","565","246","0","14","0","14","0","14","0","14","118","144","35","48","83","131","265","281","0","14","0","14","0","14","0","14","0","14","206","280","59","67","59","67","0","14",
